Date,Retailer,Volume_Sales_PL,Volume_Sales_SI,Price_PL,Price_SI,Private Label,Base_Price_SI,Promo_Intensity_SI,Week_Number,Month,Spring,Summer,Fall,Promo_Depth_SI,Log_Volume_Sales_SI,Log_Price_SI,Log_Price_PL,Log_Base_Price_SI,has_promo,has_competitor
2023-05-21,BJ's,107556.1938,43746.0,9.87878670063011,16.513155945686464,10.196368932772527,17.638884301537754,1.0,20,5,1,0,0,-0.06382083677215056,10.686155459034484,2.8041573932494037,2.290389700638851,2.870105800366247,1,1
2023-05-28,BJ's,108261.64479999994,44278.0,10.088603988495308,16.460404263968563,10.128596163579166,17.568052490941138,1.0,21,5,1,0,0,-0.06304900486515097,10.698243218684171,2.8009577553342337,2.311406468846504,2.866082053194989,1,1
2023-06-04,BJ's,102878.2544,38520.0,10.24782867591898,16.53343406022845,10.237266136990312,17.493761196774017,1.0,22,6,0,1,0,-0.05489540675350346,10.558932865912062,2.8053846373967413,2.327065846648188,2.861844314325667,1,1
2023-06-11,BJ's,105364.2276,32210.0,10.279188731103986,17.23746476249612,10.292752374231094,17.704925506753295,1.0,23,6,0,1,0,-0.02640286422435767,10.380032242325244,2.847085198882153,2.330121339705109,2.8738428780855605,1,1
2023-06-18,BJ's,105281.00514535129,24527.42934012413,10.64265424993754,18.617540270983564,10.647549124795946,18.639680862769538,0.08033617115254733,24,6,0,1,0,-0.0011878203253037345,10.107547335190429,2.9241041616718193,2.3648699123842265,2.9252926880148227,1,1
2023-06-25,BJ's,94581.75763509188,24836.08110523224,11.020996224899807,18.509458138700428,11.023935525194934,18.530497659412642,0.20282309156548473,25,6,0,1,0,-0.0011353996583857162,10.120052758111285,2.918281852180709,2.399802201172354,2.919417896893596,1,1
2023-07-02,BJ's,100287.34862544907,27480.149950265884,11.02114607758349,18.522619219249652,11.019764204351098,18.55539873876619,0.3654029525051927,26,7,0,1,0,-0.0017665758617223526,10.221219203026852,2.918992645743604,2.3998157980978823,2.9207607838406067,1,1
2023-07-09,BJ's,104422.1476854431,27198.49724984169,10.973587469134149,18.585500415725924,10.976904778647386,18.606843161959716,0.38593532801462505,27,7,0,1,0,-0.001147037466163292,10.210917002590268,2.9223817291723524,2.395491246271201,2.9235294249894737,1,1
2023-07-16,BJ's,102704.05019999994,33166.0,11.0157687426557,17.565173370319002,11.017417279152827,18.08989987058991,1.0,28,7,0,1,0,-0.029006600590642084,10.409280533774044,2.8659181558836546,2.399327768346133,2.8953537643222287,1,1
2023-07-23,BJ's,102031.12080000006,44098.0,11.007102971796328,16.516366728649825,11.006259937850405,18.12328193976666,1.0,29,7,0,1,0,-0.08866579554726739,10.694169708932606,2.804351812224521,2.3985407891166317,2.8971974067178117,1,1
2023-07-30,BJ's,101807.23299999996,40500.0,10.969338015470033,16.467103703703703,10.970284044638374,18.02332795715002,1.0,30,7,0,1,0,-0.0863450000547179,10.60905725309463,2.80136467588432,2.3951039274772485,2.891666916435581,1,1
2023-08-06,BJ's,97778.57420000005,33874.0,11.02533165407221,17.218413532502804,11.008675807769109,17.93588587104996,0.7747534982582511,31,8,0,1,0,-0.040002057534566204,10.430403037451066,2.845979365400177,2.40019550288247,2.8868035031879025,1,1
2023-08-13,BJ's,97248.98860000001,23998.0,11.050757628380055,18.571855154596218,11.02260274907405,18.596018960482787,0.22151845987165597,32,8,0,1,0,-0.0012994074666152766,10.085725772524334,2.921647270999339,2.4024989892676856,2.9229475234278826,1,1
2023-08-20,BJ's,96645.35379999998,24712.0,10.988499675146185,18.54302848818388,10.989894862228272,18.576780847807285,0.4428617675623179,33,8,0,1,0,-0.001816911116082287,10.115044234598418,2.920093895674966,2.396849241821056,2.921912459376087,1,1
2023-08-27,BJ's,97911.25219999996,32454.0,10.968224239135797,17.41466383188513,10.984407470741495,17.947889334221543,1.0,34,8,0,1,0,-0.02970964955303712,10.387578981099482,2.857312600265883,2.3950023869029344,2.8874725221832915,1,1
2023-09-03,BJ's,102556.2562,38360.0,11.013336314426923,16.971850886339936,11.020093460410976,17.70164238761755,1.0,35,9,0,0,1,-0.04122733276930901,10.554770528997375,2.8315561414388815,2.3991069306650417,2.873657425535912,1,1
2023-09-10,BJ's,106565.01680000004,36604.0,10.984880413118319,17.025967653808326,10.987070273311506,17.711488527798636,1.0,36,9,0,0,1,-0.038704870734854846,10.50791280303527,2.8347396876484976,2.3965198193975548,2.874213498392521,1,1
2023-09-17,BJ's,100610.17999999998,28810.0,11.039586451736712,17.484624783061435,11.034022105054541,17.80878873133034,0.4710170079833391,37,9,0,0,1,-0.01820247031728861,10.268477828078574,2.861321910923427,2.401487581065521,2.8796920843952774,1,1
2023-09-24,BJ's,83382.9972,19850.0,11.067764515007534,18.508214609571787,11.067387109744239,18.520052399303683,0.19748110831234256,38,9,0,0,1,-0.000639187701884758,9.895959286115337,2.9182146664806483,2.404036785497356,2.9188540585500826,1,1
2023-10-01,BJ's,78521.782,19800.0,11.053976755626614,18.491270707070704,11.042515415966445,18.50372896998074,0.43242424242424243,39,10,0,0,1,-0.0006732839056521334,9.893437216682626,2.9172987670544503,2.4027902506068535,2.9179722777174986,1,1
2023-10-08,BJ's,90791.01059999995,22050.0,10.934438061805222,18.597433106575966,10.928130850592181,18.579980835788195,0.5627210884353742,40,10,0,0,1,0.0009393051016584053,10.001067880874992,2.923023566172789,2.3919172638558477,2.922084701942114,1,1
2023-10-15,BJ's,97538.99999999999,20970.0,10.865326344936708,18.587288507391513,10.869217327175377,18.60498638811401,0.38912732474964234,41,10,0,0,1,-0.0009512439489772762,9.950848123895966,2.922477933504541,2.385576649606755,2.9234296301731644,1,1
2023-10-22,BJ's,96377.0758,20404.0,10.719790279793784,18.486413448343463,10.719186507991656,18.558162056030977,0.25916486963340524,42,10,0,0,1,-0.003866148354071397,9.923486239042818,2.9170360540768194,2.372091591999217,2.920909695301039,1,1
2023-10-29,BJ's,95684.10459999998,23430.0,10.697933363576793,18.477471617584293,10.696073540023004,18.578639398178932,0.6274007682458387,43,10,0,0,1,-0.005445381571082986,10.061772531501841,2.91655223962292,2.3700505792222812,2.922012501327484,1,1
2023-11-05,BJ's,90380.84059999998,24280.0,10.954441834392183,18.539119439868205,10.94893435309891,18.607097482602367,0.6901976935749589,44,11,0,0,1,-0.0036533394204937286,10.097408245173435,2.9198830638570388,2.393745020986473,2.9235430930202306,1,1
2023-11-12,BJ's,91330.66259999998,28774.0,11.063625468560266,17.97666504483214,11.057139184122972,18.118921777712437,0.7125182456384236,45,11,0,0,1,-0.007851280259694282,10.26722748059698,2.8890745304621532,2.4036627424301473,2.8969567943031116,1,1
2023-11-19,BJ's,91116.87143596145,39384.411507606506,11.004855724695327,16.63671825254268,11.011466144265727,17.95119345599182,1.0,46,11,0,0,1,-0.07322494778253263,10.581125369982031,2.8116121955424824,2.398336604914781,2.8876566005230595,1,1
2023-11-26,BJ's,76938.28500779103,30846.61723446846,11.010126101137784,16.631356387804786,11.012830307858486,17.735891782377976,1.0,47,11,0,0,1,-0.06227684562614633,10.336782371278147,2.8112898525850207,2.3988154039966822,2.875590370715444,1,1
2023-12-03,BJ's,80342.79271469168,29777.87278985977,11.049281234800807,16.56346818314378,11.057837543467596,17.77956527274941,1.0,48,12,0,0,0,-0.0683985840457827,10.30152087285593,2.807199558378692,2.402365379223777,2.878049779435292,1,1
2023-12-10,BJ's,92288.55439491996,31782.89066028595,11.001727853712238,16.683060733673347,11.01737752917001,17.794677417441587,1.0,49,12,0,0,0,-0.06246905508265521,10.366683394427676,2.8143938773196675,2.3980523380731777,2.8788993910901532,1,1
2023-12-17,BJ's,91841.93731061924,34644.50345611572,10.998011347982162,16.69462454058723,11.014731888360393,17.772752445621393,1.0,50,12,0,0,0,-0.060661842240410935,10.452894361619784,2.815086783809829,2.3977144699074366,2.8776665230037213,1,1
2023-12-24,BJ's,98406.76194027014,36962.035024642944,11.051763042556772,16.74575134505967,11.046896732672565,17.77850184997251,0.9698567302405109,51,12,0,0,0,-0.058089849956307615,10.51764658443042,2.8181445750549954,2.402589966599401,2.8779899661291557,1,1
2023-12-31,BJ's,72240.12930998747,18000.617148399353,11.005644225135553,18.229822796081088,10.9982746633032,18.237406483416798,0.4720005643733755,52,12,0,0,0,-0.00041583145841517233,9.798161322312735,2.9030588681869967,2.3984082525777017,2.9034747861272883,1,1
2024-01-07,BJ's,89153.14972552318,22295.04825925827,11.06822715518984,18.618031369846086,11.056732567461294,18.61602092801753,0.6551065060532736,53,1,0,0,0,0.00010799524970073193,10.012119881636865,2.9241305396131754,2.4040785853127216,2.924022550194542,1,1
2024-01-14,BJ's,84647.87098941432,21727.998920440677,11.04495557402923,18.54134329031108,11.02886428590688,18.564814772380885,0.7285886208294909,54,1,0,0,0,-0.0012642992864504432,9.986356980673254,2.9200030111436583,2.401973814594116,2.921268110330732,1,1
2024-01-21,BJ's,86119.4757349885,22063.131200551987,10.98549094856279,18.60392920055941,10.986302310085808,18.609982837849138,0.6471675002699782,55,1,0,0,0,-0.0003252897835787083,10.00166322292315,2.9233728057514816,2.396575397469912,2.923698148453258,1,1
2024-01-28,BJ's,89947.19780842737,21596.790790081024,11.039277096434926,18.557580274679314,11.033616548327874,18.546024132089464,0.5418589409211398,56,1,0,0,0,0.0006231061982635566,9.98030000810068,2.9208783457272367,2.4014595583096274,2.9202554335790354,1,1
2024-02-04,BJ's,87799.9384711709,21358.370381593704,11.032093885115652,18.54610178513957,11.033214640704612,18.562131158093198,0.48701048927249524,57,2,0,0,0,-0.0008635524023133945,9.969198997167123,2.9202596206159432,2.4008086507082016,2.9211235460944285,1,1
2024-02-11,BJ's,94511.45629432709,22300.120646476746,11.009592171152518,18.602442271524183,11.028497058426167,18.602370882001313,0.40522792289422377,58,2,0,0,0,3.837657217120594e-06,10.012347367589483,2.923292877020074,2.398766908373008,2.923289039370221,1,1
2024-02-18,BJ's,83539.14385668018,19652.16773796081,11.017160024903625,18.019400816792018,11.027582128434581,18.036972025538255,0.5346461682012973,59,2,0,0,0,-0.000974177302119128,9.885942928666362,2.891449000616933,2.3994540595228036,2.892423652738157,1,1
2024-02-25,BJ's,90976.7844978724,21107.52166414261,11.050498169186916,17.57056528251176,11.0518455688943,17.59983817787168,0.5461958498139571,60,2,0,0,0,-0.0016632479835366754,9.957384732914921,2.866225074846615,2.402475510131882,2.867889707562728,1,1
2024-03-03,BJ's,89485.7254348637,20748.43616580963,11.039348865932856,17.59726307200573,11.042769809828657,17.630397876362792,0.3476528058441976,61,3,1,0,0,-0.001879413305895139,9.940226157315571,2.867743382679195,2.4014660595745205,2.8696245642982188,1,1
2024-03-10,BJ's,92990.12879370435,21498.97668814659,11.036657098842289,17.643040499997497,11.032255170743849,17.64634202536599,0.48627732367473064,62,3,1,0,0,-0.0001870940370387597,9.975760617082875,2.8703413996711236,2.4012221959781614,2.870528511212435,1,1
2024-03-17,BJ's,94267.21202441899,21875.40674352646,11.038839222501226,17.63006727442986,11.026632829726681,17.644286876400667,0.37094083084887836,63,3,1,0,0,-0.0008059040340036017,9.99311830504273,2.8696058123088997,2.4014198924316665,2.870412041258138,1,1
2024-03-24,BJ's,88012.73620298211,19974.203255176544,11.018249580508023,17.56775093293196,11.015092275062113,17.57775112955797,0.15435882032155887,64,3,1,0,0,-0.0005689121749592463,9.902196882738917,2.8660648879117283,2.39955295086404,2.866633961978623,1,1
2024-03-31,BJ's,97105.12174667176,22128.266800403595,10.998386068966521,17.595608922453223,10.984466302517696,17.606548099285664,0.13556386068545442,65,3,1,0,0,-0.0006213129780325843,10.00461111097229,2.867649377873109,2.3977485410307477,2.8682708839460354,1,1
2024-04-07,BJ's,84404.741526139,21312.5394115448,11.020142474316904,17.605904765996385,11.020494660690904,17.61861552719549,0.1419648367654641,66,4,1,0,0,-0.0007214392742429521,9.967050883246205,2.8682343438451903,2.3997247323450868,2.868956043481978,1,1
2024-04-14,BJ's,91742.87320858968,23942.4272954464,11.03760186992238,17.55877656037957,11.044875949292848,17.549541569183706,0.41109052827168446,67,4,1,0,0,0.0005262240702674781,10.0834073647595,2.8655539138196056,2.4013077953255286,2.865027828156671,1,1
2024-04-21,BJ's,91254.3962,21976.0,11.008983750595458,17.547570076447034,11.031436620852098,17.684081736132345,0.3760465962868584,68,4,1,0,0,-0.007719465546598858,9.99770622777511,2.8649154831432893,2.3987116440762275,2.8726648979920135,1,1
2024-04-28,BJ's,87004.05100000002,21470.0,11.04057242796069,17.582780624126688,11.040462475895641,17.68424219392819,0.19934792734047507,69,4,1,0,0,-0.005737399922985498,9.974411890872826,2.866920049495061,2.401576889863524,2.8726739715232426,1,1
2024-05-05,BJ's,92185.03140000004,23996.0,11.059494373200733,17.624671611935323,11.055087629937862,17.702480683476615,0.21270211701950326,70,5,1,0,0,-0.004395376723326572,10.085642428772983,2.8692997165778236,2.403289278340354,2.8737047813683128,1,1
2024-05-12,BJ's,94115.1748,31888.0,11.034949225561595,17.01351480180632,11.027021791183843,17.29553970491305,0.5948946312092324,71,5,1,0,0,-0.01630622159923789,10.369985042452576,2.834008016561912,2.401067438480316,2.8504486477370508,1,1
2024-05-19,BJ's,88000.93759999998,43418.0,11.01723415917562,15.67838177714312,11.01175170513268,17.133954903554425,1.0,72,5,1,0,0,-0.08495254800217478,10.678629380648701,2.7522828066081453,2.399460788482209,2.841062161552537,1,1
2024-05-26,BJ's,98150.09,46504.0,10.964121495327102,15.719995269224153,10.961711204395387,17.03740481598546,1.0,73,5,1,0,0,-0.07732454332042638,10.747293609381186,2.7549334860610757,2.394628259674938,2.8354112102710487,1,1
2024-06-02,BJ's,89389.4924,39000.0,10.961873039904834,15.750156923076924,10.966195655386283,16.9521041455352,1.0,74,6,0,1,0,-0.07090253883172615,10.571316925111784,2.7568503285919714,2.3944231647200396,2.830391964501586,1,1
2024-06-09,BJ's,104756.6142,39294.0,10.970662175257257,15.799179518501552,10.97973365344551,16.870741857131822,1.0,75,6,0,1,0,-0.06351601771307325,10.578827114446108,2.7599580094757905,2.395224634840724,2.825580870524726,1,1
2024-06-16,BJ's,103958.28420000001,39450.0,10.963948775159206,16.12274271229404,10.96403519165651,16.822060578406305,0.850190114068441,76,6,0,1,0,-0.041571474722302715,10.582789326274021,2.780230866048287,2.3946125063354264,2.822691154675499,1,1
2024-06-23,BJ's,105770.76680000003,28284.0,10.980504796710827,17.99211144109744,10.988015912790157,18.011503758071242,0.28935086974968177,77,6,0,1,0,-0.0010766628502694164,10.250051552724132,2.8899334085627677,2.3961214092241323,2.8910106514308436,1,1
2024-06-30,BJ's,100990.5804,26248.0,10.97232267636642,18.08955958549223,10.971154638995936,18.108426560140593,0.3029564157269125,78,6,0,1,0,-0.0010418892323805773,10.175345074640937,2.895334953366907,2.39537598171751,2.8963773857431705,1,1
2024-07-07,BJ's,105385.35360000002,28942.0,10.939823820884566,18.11525119203925,10.948035428526643,18.130726312534296,0.21760762905120587,79,7,0,1,0,-0.0008535300918611766,10.273049106297938,2.8967541907725267,2.3924096927402654,2.8976080853285993,1,1
2024-07-14,BJ's,100616.82500000001,36104.0,10.954783548743574,16.754206736095725,10.966305978348748,17.870484521634243,1.0,80,7,0,1,0,-0.06246488639897463,10.494158941506837,2.818649375162215,2.3937762146362203,2.8831504424934282,1,1
2024-07-21,BJ's,97791.76280000001,39258.0,10.952033026797192,16.149136481736207,10.95686807423974,17.85438773170253,1.0,81,7,0,1,0,-0.09550880576758469,10.577910524097794,2.7818665796160227,2.3935251035766694,2.882249289318862,1,1
2024-07-28,BJ's,95807.87420000002,37848.0,10.938177275251123,16.057963432678083,10.942476016558546,17.8038455453886,1.0,82,7,0,1,0,-0.09806207924347676,10.541333417310984,2.7762048905571395,2.3922591720753,2.879414475840118,1,1
2024-08-04,BJ's,103402.99980000003,30928.0,10.913517644309417,17.285987454733576,10.903818637503546,17.58460399062429,0.4526642524573202,83,8,0,1,0,-0.016981703770521772,10.339417201448112,2.849896199582964,2.3900021717372852,2.8670237459467143,1,1
2024-08-11,BJ's,96348.3522,24662.0,10.960111373099885,18.07638796529073,10.952180684173326,18.104951354436263,0.18052063903981835,84,8,0,1,0,-0.0015776562215691348,10.113018876430475,2.8946065543243895,2.3942624432474253,2.8961854563560143,1,1
2024-08-18,BJ's,96916.85419999999,24696.0,10.949194393176036,18.016171039844508,10.937319049561417,18.088950469343175,0.20691609977324263,85,8,0,1,0,-0.004023419137667017,10.114396566181995,2.891269745686887,2.393265882156553,2.895301280551294,1,1
2024-08-25,BJ's,90674.5394,29858.0,10.930849101860241,16.672020898921563,10.927047090980084,17.84074439684947,1.0,86,8,0,1,0,-0.0655086734012228,10.304208089613535,2.8137319191043337,2.391588984611185,2.881484852562146,1,1
2024-09-01,BJ's,95058.14075303158,33681.58722734451,10.948815519171207,16.147268063402798,10.946351607518686,17.863739591753273,1.0,87,9,0,0,1,-0.09608690943652565,10.424706593948462,2.781750875198654,2.393231278646336,2.88277293716746,1,1
2024-09-08,BJ's,96415.64116237426,33001.79067015648,10.964501106746354,16.16441543233458,10.960173802066173,17.888080027772883,1.0,88,9,0,0,1,-0.0963582784045105,10.404317101708463,2.782812247970752,2.3946628821340115,2.884134570787194,1,1
2024-09-15,BJ's,95908.42611168092,25493.07720685005,10.959789163599744,17.26090862677975,10.950619422784408,17.627144318595054,0.3496507696010713,89,9,0,0,1,-0.02077680225429135,10.146162212204274,2.848444327767909,2.3942330444370046,2.869440004764319,1,1
2024-09-22,BJ's,92251.39544533669,21385.64553451538,10.959975263874746,18.056993996625405,10.959407774565914,18.105845908211403,0.023567774694907492,90,9,0,0,1,-0.0026981292027810078,9.970475206528318,2.8935330887656927,2.394250024571588,2.8962348644797204,1,1
2024-09-29,BJ's,90827.22604830426,20420.399632692337,10.947009186258342,18.07409477105503,10.944930149257095,18.099990546632895,0.01371216278857588,91,9,0,0,1,-0.0014307065802684482,9.9242896621781,2.8944796849680103,2.393066285279677,2.895911415986168,1,1
2024-10-06,BJ's,107357.52747453899,24525.622124910355,10.961962438824402,18.095750570202085,10.959597305847062,18.095750570202085,0.0,92,10,0,0,1,0.0,10.10747365108065,2.895677135580829,2.3944313201287644,2.895677135580829,1,1
2024-10-13,BJ's,91582.40503562808,21174.86191439629,10.997957800283542,18.06789263490252,11.000191936071335,18.088471571965602,0.049590674646683895,93,10,0,0,1,-0.0011376824725741752,9.96056999833707,2.8941364754956744,2.397709601042759,2.895274805620214,1,1
2024-10-20,BJ's,82316.17839999996,19564.0,10.9953359521576,18.056119402985075,11.00949771687239,18.10383237788909,0.10805561234921283,94,10,0,0,1,-0.002635517933887277,9.881446421659248,2.893484652418994,2.3974711785338,2.8961236494444207,1,1
2024-10-27,BJ's,85952.81720000003,19486.0,11.02168463006624,18.26011290157036,11.023998729313169,18.404573193576567,0.08929487837421739,95,10,0,0,1,-0.007849151973631563,9.877451537985287,2.9047190581471796,2.399864662283249,2.9125991768623747,1,1
2024-11-03,BJ's,88570.16679999996,20942.0,11.03020222391802,18.545905835163786,11.024781109705339,18.839418446236426,0.694585044408366,96,11,0,0,1,-0.015579706555712391,9.949511990847407,2.9202490549988007,2.4006371670881,2.9359514006376295,1,1
2024-11-10,BJ's,90543.17620000002,25814.0,11.028802580369995,18.882588517858526,11.037364212846319,18.965365671830632,0.7711319439064074,97,11,0,0,1,-0.00436464845468576,10.158672259395132,2.938240255019635,2.4005102671157466,2.9426144563591774,1,1
2024-11-17,BJ's,91128.05959051862,37973.15527796745,11.03317108593636,17.158278901206195,11.038484344425582,18.766730292058096,1.0,98,11,0,0,1,-0.08570759881025103,10.54463474900868,2.8424807918972164,2.4009062884046424,2.9320856368123613,1,1
2024-11-24,BJ's,91797.84288616513,38108.06114864349,10.995273185888173,16.835286192589034,10.993999806489425,18.59562320113617,1.0,99,11,0,0,1,-0.09466405021798796,10.548181117439729,2.8234770523253303,2.397465470072608,2.9229262412621253,1,1
2024-12-01,BJ's,78077.30640051031,25317.34498906136,10.972573056874747,16.97060158827313,10.983848431684514,18.142649213719228,1.0,100,12,0,0,0,-0.06460179060066984,10.13924501250818,2.831482528722281,2.395398800737603,2.898265476676459,1,1
2024-12-08,BJ's,83570.58539999998,26440.0,10.995192530064756,17.004745839636914,10.991800137449228,18.39745740972887,1.0,101,12,0,0,0,-0.07570130692926436,10.182633293965623,2.833492472133815,2.3974581345459796,2.9122124708127504,1,1
2024-12-15,BJ's,89713.2388,31250.0,10.994220786214324,17.33946496,10.995556323704383,18.326549515062204,1.0,102,12,0,0,0,-0.0538609056904541,10.349774655164548,2.8529851150516623,2.3973697516649004,2.9083508016365287,1,1
2024-12-22,BJ's,94843.15359999998,25672.0,10.983816754993885,18.802612963540042,10.998340434720546,18.830162141888724,0.35852290433156747,103,12,0,0,0,-0.0014630345793675836,10.153156182789694,2.9339958476003893,2.3964229854235484,2.9354599534598544,1,1
2024-12-29,BJ's,74549.88057454288,19371.035058259964,10.964104834976277,18.858953736377924,10.985890465866644,18.857270641067977,0.2925659218241625,104,12,0,0,0,8.925444948970629e-05,9.87153419112516,2.9369878003949177,2.3946267401402,2.9368985499283693,1,1
2025-01-05,BJ's,94927.89619981564,23282.92586684227,10.997965810868331,18.834300045139937,10.98652501283151,18.836190638675255,0.2568195363200281,105,1,0,0,0,-0.00010037026974218932,10.055475575513498,2.935679677997394,2.3977103294127,2.9357800533045686,1,1
2025-01-12,BJ's,92582.37640000004,23412.0,11.036435643564356,18.85561934050914,11.025835883970503,18.85584489390523,0.21356569280710747,106,1,0,0,0,-1.1961988304332039e-05,10.06100399041111,2.936810977718406,2.4012021303461704,2.9368229397782555,1,1
2025-01-19,BJ's,99670.84199999996,24122.0,11.02589826735069,18.834272448387363,11.043984069978213,18.848132945723528,0.16516043445817097,107,1,0,0,0,-0.0007353777361438496,10.090879566143188,2.935678212757235,2.400246893510623,2.9364138610162187,1,1
2025-01-26,BJ's,84372.0162,20504.0,11.008712888278703,18.7896498244245,11.008028038482438,18.837806889113654,0.23868513460788138,108,1,0,0,0,-0.002556405051427846,9.928375268043908,2.933306176978406,2.3986870400205706,2.935865855212805,1,1
2025-02-02,BJ's,94198.7625839748,21187.707004785538,10.974427439049862,18.828255182437974,10.97620752488001,18.830611027380275,0.25481689108257993,109,2,0,0,0,-0.00012510719587777164,9.96117643421245,2.9353586767951474,2.395567788037701,2.935483791817583,1,1
2025-02-09,BJ's,108255.62601743871,23222.696232795715,11.005665936558422,18.834288233696924,11.0222689598239,18.88272140412736,0.2604024158476101,110,2,0,0,0,-0.0025649465134749416,10.052885365340979,2.935679050873121,2.398410225329229,2.9382472924976333,1,1
2025-02-16,BJ's,90290.04449098944,18666.410063266758,10.98296409713905,18.790269322796572,10.97907721042035,18.832681182800545,0.21676611174142102,111,2,0,0,0,-0.002252035150614007,9.834480934343981,2.93333914662742,2.3963453538524044,2.935593721422823,1,1
